Player,Salary,Season
Daniel Theis,"$8,280,351 ",2021-22
LaMelo Ball,"$8,231,760 ",2021-22
Seth Curry,"$8,207,518 ",2021-22
JaMychal Green,"$8,200,000 ",2021-22
Cedi Osman,"$8,133,334 ",2021-22
Evan Mobley,"$8,075,160 ",2021-22
De'Andre Hunter,"$7,775,400 ",2021-22
Mo Bamba,"$7,568,743 ",2021-22
Ivica Zubac,"$7,518,518 ",2021-22
TJ McConnell,"$7,500,000 ",2021-22
Rajon Rondo,"$7,500,000 ",2021-22
Patrick Williams,"$7,422,000 ",2021-22
Cory Joseph,"$7,310,000 ",2021-22
Scottie Barnes,"$7,280,400 ",2021-22
Darius Garland,"$7,040,880 ",2021-22
Chris Boucher,"$7,020,000 ",2021-22
PJ Tucker,"$7,000,000 ",2021-22
Zach Collins,"$7,000,000 ",2021-22
DJ Augustin,"$7,000,000 ",2021-22
Wendell Carter,"$6,920,027 ",2021-22
Juan Hernangomez,"$6,907,815 ",2021-22
Isaac Okoro,"$6,720,720 ",2021-22
Jalen Suggs,"$6,592,920 ",2021-22
Cameron Payne,"$6,500,000 ",2021-22
Joakim Noah,"$6,431,666 ",2021-22
Jarrett Culver,"$6,395,160 ",2021-22
Khem Birch,"$6,350,000 ",2021-22
Collin Sexton,"$6,349,671 ",2021-22
Onyeka Okongwu,"$6,104,280 ",2021-22
Justin Holiday,"$6,006,420 ",2021-22
Josh Giddey,"$5,988,000 ",2021-22
Patty Mills,"$5,890,000 ",2021-22
Rudy Gay,"$5,890,000 ",2021-22
Dennis Schröder,"$5,890,000 ",2021-22
Kevin Knox,"$5,845,978 ",2021-22
Coby White,"$5,837,760 ",2021-22
Timofey Mozgov,"$5,573,333 ",2021-22
Killian Hayes,"$5,572,680 ",2021-22
Mikal Bridges,"$5,557,725 ",2021-22
Shai Gilgeous-Alexander,"$5,495,532 ",2021-22
Jonathan Kuminga,"$5,466,360 ",2021-22
Miles Bridges,"$5,421,493 ",2021-22
Jaxson Hayes,"$5,348,280 ",2021-22
Pat Connaughton,"$5,333,334 ",2021-22
George Hill,"$5,275,491 ",2021-22
Michael Porter,"$5,258,735 ",2021-22
Dewayne Dedmon,"$5,256,308 ",2021-22
Ryan Anderson,"$5,214,583 ",2021-22
Hamidou Diallo,"$5,200,000 ",2021-22
Kevon Looney,"$5,178,572 ",2021-22
Troy Brown,"$5,170,564 ",2021-22
Obi Toppin,"$5,105,160 ",2021-22
Franz Wagner,"$5,007,840 ",2021-22
Josh Jackson,"$5,005,350 ",2021-22
Kris Dunn,"$5,005,350 ",2021-22
Kendrick Nunn,"$5,000,000 ",2021-22
Louis Williams,"$5,000,000 ",2021-22
Luol Deng,"$5,000,000 ",2021-22
Robin Lopez,"$5,000,000 ",2021-22
JaVale McGee,"$5,000,000 ",2021-22
Rui Hachimura,"$4,916,160 ",2021-22
Garrett Temple,"$4,910,000 ",2021-22
Taj Gibson,"$4,910,000 ",2021-22
Torrey Craig,"$4,878,049 ",2021-22
Bruce Brown,"$4,736,102 ",2021-22
Deni Avdija,"$4,692,840 ",2021-22
Donte DiVincenzo,"$4,675,830 ",2021-22
Cam Reddish,"$4,670,160 ",2021-22
David Nwaba,"$4,650,000 ",2021-22
Furkan Korkmaz,"$4,629,630 ",2021-22
Davion Mitchell,"$4,603,200 ",2021-22
Ishmael Smith,"$4,500,000 ",2021-22
Jeff Green,"$4,500,000 ",2021-22
Bryn Forbes,"$4,500,000 ",2021-22
Chandler Hutchison,"$4,482,088 ",2021-22
Jalen Smith,"$4,458,000 ",2021-22
Lonnie Walker,"$4,453,617 ",2021-22
Cameron Johnson,"$4,437,000 ",2021-22
Ziaire Williams,"$4,373,040 ",2021-22
Bobby Portis,"$4,347,600 ",2021-22
Moe Harkless,"$4,347,600 ",2021-22
Kevin Huerter,"$4,253,357 ",2021-22
Devin Vassell,"$4,235,160 ",2021-22
PJ Washington,"$4,215,120 ",2021-22
James Bouknight,"$4,154,400 ",2021-22
Willie Cauley-Stein,"$4,100,000 ",2021-22
Josh Okogie,"$4,087,904 ",2021-22
Grayson Allen,"$4,054,695 ",2021-22
Jarred Vanderbilt,"$4,050,000 ",2021-22
Tyrese Haliburton,"$4,023,600 ",2021-22
Danuel House,"$4,005,457 ",2021-22
Tyler Herro,"$4,004,280 ",2021-22
Terence Davis,"$4,000,000 ",2021-22
Gorgui Dieng,"$4,000,000 ",2021-22
Dorian Finney-Smith,"$4,000,000 ",2021-22
Aaron Holiday,"$3,980,551 ",2021-22
Josh Primo,"$3,946,800 ",2021-22
Jake Layman,"$3,940,184 ",2021-22
Anfernee Simons,"$3,938,818 ",2021-22
Justise Winslow,"$3,902,439 ",2021-22
Kira Lewis,"$3,822,240 ",2021-22
Romeo Langford,"$3,804,360 ",2021-22
Landry Shamet,"$3,768,342 ",2021-22
Chris Duarte,"$3,749,400 ",2021-22
Alex Len,"$3,732,000 ",2021-22
Gabriel Deck,"$3,676,852 ",2021-22
Sekou Doumbouya,"$3,671,509 ",2021-22
Robert Williams,"$3,661,976 ",2021-22
Jevon Carter,"$3,650,000 ",2021-22
Aaron Nesmith,"$3,631,200 ",2021-22
Moses Moody,"$3,562,200 ",2021-22
Boban Marjanovic,"$3,500,000 ",2021-22
Mike Muscala,"$3,500,000 ",2021-22
Cole Anthony,"$3,449,400 ",2021-22
Luka Samanic,"$3,421,709 ",2021-22
Corey Kispert,"$3,383,640 ",2021-22
Georges Niang,"$3,300,000 ",2021-22
Michael Carter-Williams,"$3,300,000 ",2021-22
Isaiah Stewart,"$3,277,080 ",2021-22
Chuma Okeke,"$3,277,080 ",2021-22
Nickeil Alexander-Walker,"$3,261,480 ",2021-22
Alperen Şengün,"$3,214,680 ",2021-22
Facundo Campazzo,"$3,200,000 ",2021-22
Jon Leuer,"$3,169,348 ",2021-22
Trey Burke,"$3,150,000 ",2021-22
Aleksej Pokusevski,"$3,113,160 ",2021-22
Goga Bitadze,"$3,098,400 ",2021-22
Trey Murphy III,"$3,053,760 ",2021-22
Sterling Brown,"$3,000,000 ",2021-22
Frank Jackson,"$3,000,000 ",2021-22
Josh Green,"$2,957,520 ",2021-22
Tre Mann,"$2,901,240 ",2021-22
Andrew Nicholson,"$2,844,429 ",2021-22
Matisse Thybulle,"$2,840,160 ",2021-22
Saddiq Bey,"$2,824,320 ",2021-22
Kai Jones,"$2,770,560 ",2021-22
Brandon Clarke,"$2,726,880 ",2021-22
Precious Achiuwa,"$2,711,280 ",2021-22
Marc Gasol,"$2,692,991 ",2021-22
Jalen Johnson,"$2,659,680 ",2021-22
Enes Kanter,"$2,641,691 ",2021-22
LaMarcus Aldridge,"$2,641,691 ",2021-22
James Johnson,"$2,641,691 ",2021-22
Paul Millsap,"$2,641,691 ",2021-22
Ed Davis,"$2,641,691 ",2021-22
Andre Iguodala,"$2,641,691 ",2021-22
Carmelo Anthony,"$2,641,691 ",2021-22
Trevor Ariza,"$2,641,691 ",2021-22
Avery Bradley,"$2,641,691 ",2021-22
Wayne Ellington,"$2,641,691 ",2021-22
Dwight Howard,"$2,641,691 ",2021-22
Udonis Haslem,"$2,641,691 ",2021-22
Markieff Morris,"$2,641,691 ",2021-22
E'Twaun Moore,"$2,641,691 ",2021-22
Grant Williams,"$2,617,800 ",2021-22
Tyrese Maxey,"$2,602,920 ",2021-22
Keon Johnson,"$2,553,240 ",2021-22
Darius Bazley,"$2,513,040 ",2021-22
Trey Lyles,"$2,500,000 ",2021-22
Zeke Nnaji,"$2,498,760 ",2021-22
Isaiah Jackson,"$2,451,240 ",2021-22
Ty Jerome,"$2,412,840 ",2021-22
Austin Rivers,"$2,401,537 ",2021-22
Kent Bazemore,"$2,401,537 ",2021-22
Andre Drummond,"$2,401,537 ",2021-22
Hassan Whiteside,"$2,401,537 ",2021-22
Solomon Hill,"$2,389,641 ",2021-22
Otto Porter,"$2,389,641 ",2021-22
Victor Oladipo,"$2,389,641 ",2021-22
Ben McLemore,"$2,389,641 ",2021-22
Tony Snell,"$2,389,641 ",2021-22
Cody Zeller,"$2,389,641 ",2021-22
Usman Garuba,"$2,353,320 ",2021-22
Leandro Bolmaro,"$2,353,320 ",2021-22
Jabari Parker,"$2,339,544 ",2021-22
Willy Hernangomez,"$2,327,220 ",2021-22
Edmond Sumner,"$2,320,000 ",2021-22
Nassir Little,"$2,316,240 ",2021-22
RJ Hampton,"$2,303,040 ",2021-22
Josh Christopher,"$2,259,240 ",2021-22
Monta Ellis,"$2,245,400 ",2021-22
Rodney Hood,"$2,239,544 ",2021-22
Elfrid Payton,"$2,239,544 ",2021-22
Dylan Windler,"$2,239,200 ",2021-22
Immanuel Quickley,"$2,210,640 ",2021-22
John Konchar,"$2,200,000 ",2021-22
Quentin Grimes,"$2,168,640 ",2021-22
Jordan Poole,"$2,161,440 ",2021-22
Bol Bol,"$2,161,152 ",2021-22
Keldon Johnson,"$2,145,720 ",2021-22
Payton Pritchard,"$2,137,440 ",2021-22
Jahlil Okafor,"$2,130,023 ",2021-22
Bones Hyland,"$2,096,880 ",2021-22
Nemanja Bjelica,"$2,089,448 ",2021-22
Frank Kaminsky,"$2,089,448 ",2021-22
Raul Neto,"$2,089,448 ",2021-22
Udoka Azubuike,"$2,075,880 ",2021-22
Jaden McDaniels,"$2,063,280 ",2021-22
Malachi Flynn,"$2,048,040 ",2021-22
Cam Thomas,"$2,036,280 ",2021-22
Desmond Bane,"$2,033,160 ",2021-22
Jaden Springer,"$2,023,680 ",2021-22
Day'Ron Sharpe,"$2,009,160 ",2021-22
DeMarcus Cousins,"$2,004,045 ",2021-22
Jordan McLaughlin,"$2,000,000 ",2021-22
Jeremiah Robinson-Earl,"$2,000,000 ",2021-22
Kenrich Williams,"$2,000,000 ",2021-22
Theo Maledon,"$2,000,000 ",2021-22
Abdel Nader,"$2,000,000 ",2021-22
Santiago Aldama,"$1,994,520 ",2021-22
Damian Jones,"$1,977,011 ",2021-22
Wesley Matthews,"$1,958,495 ",2021-22
Denzel Valentine,"$1,939,350 ",2021-22
Timothe Luwawu,"$1,939,350 ",2021-22
Rodney McGruder,"$1,939,350 ",2021-22
Wesley Iwundu,"$1,926,834 ",2021-22
PJ Dozier,"$1,910,860 ",2021-22
Damion Lee,"$1,910,860 ",2021-22
Larry Sanders,"$1,865,546 ",2021-22
Shake Milton,"$1,846,738 ",2021-22
Jalen Brunson,"$1,802,057 ",2021-22
Mitchell Robinson,"$1,802,057 ",2021-22
Tony Bradley,"$1,789,256 ",2021-22
Frank Ntilikina,"$1,789,256 ",2021-22
Malik Monk,"$1,789,256 ",2021-22
Semi Ojeleye,"$1,789,256 ",2021-22
Dennis Smith,"$1,789,256 ",2021-22
Didi Louzada,"$1,786,878 ",2021-22
Kevin Porter,"$1,782,621 ",2021-22
Jalen McDaniels,"$1,782,621 ",2021-22
Terance Mann,"$1,782,621 ",2021-22
Jaylen Nowell,"$1,782,621 ",2021-22
Naz Reid,"$1,782,621 ",2021-22
Isaiah Roby,"$1,782,621 ",2021-22
Daniel Gafford,"$1,782,621 ",2021-22
Bruno Fernando,"$1,782,621 ",2021-22
Nicolas Claxton,"$1,782,621 ",2021-22
Cody Martin,"$1,782,621 ",2021-22
Dean Wade,"$1,782,621 ",2021-22
Vlatko Cancar,"$1,782,621 ",2021-22
Carsen Edwards,"$1,782,621 ",2021-22
KZ Okpala,"$1,782,621 ",2021-22
Luguentz Dort,"$1,782,621 ",2021-22
Miye Oni,"$1,782,621 ",2021-22
Eric Paschall,"$1,782,621 ",2021-22
Drew Eubanks,"$1,762,796 ",2021-22
Chimezie Metu,"$1,762,796 ",2021-22
Yuta Watanabe,"$1,762,796 ",2021-22
Alize Johnson,"$1,729,217 ",2021-22
Thanasis Antetokounmpo,"$1,729,217 ",2021-22
Keita Bates-Diop,"$1,729,217 ",2021-22
Svi Mykhailiuk,"$1,729,217 ",2021-22
Brad Wanamaker,"$1,729,217 ",2021-22
Isaiah Hartenstein,"$1,729,217 ",2021-22
Moritz Wagner,"$1,729,217 ",2021-22
Isaac Bonga,"$1,729,217 ",2021-22
Moses Brown,"$1,701,593 ",2021-22
Juan Toscano-Anderson,"$1,701,593 ",2021-22
Oshae Brissett,"$1,701,593 ",2021-22
Kelan Martin,"$1,701,593 ",2021-22
Herb Jones,"$1,700,000 ",2021-22
Javonte Green,"$1,669,178 ",2021-22
Max Strus,"$1,669,178 ",2021-22
Gabe Vincent,"$1,669,178 ",2021-22
Kevin Pangos,"$1,669,178 ",2021-22
DeAndre' Bembry,"$1,669,178 ",2021-22
Matt Thomas,"$1,669,178 ",2021-22
Gary Payton II,"$1,669,178 ",2021-22
Wayne Selden,"$1,669,178 ",2021-22
Vernon Carey,"$1,517,981 ",2021-22
Nick Richards,"$1,517,981 ",2021-22
Lamar Stevens,"$1,517,981 ",2021-22
Tyrell Terry,"$1,517,981 ",2021-22
KJ Martin,"$1,517,981 ",2021-22
Xavier Tillman,"$1,517,981 ",2021-22
Naji Marshall,"$1,517,981 ",2021-22
Isaiah Joe,"$1,517,981 ",2021-22
Paul Reed,"$1,517,981 ",2021-22
Robert Woodard,"$1,517,981 ",2021-22
Tre Jones,"$1,517,981 ",2021-22
Deividas Sirvydis,"$1,517,981 ",2021-22
Jae'Sean Tate,"$1,517,981 ",2021-22
Sam Merrill,"$1,517,981 ",2021-22
Daniel Oturu,"$1,517,981 ",2021-22
Jordan Nwora,"$1,517,981 ",2021-22
CJ Elleby,"$1,517,981 ",2021-22
Jahmi'us Ramsey,"$1,517,981 ",2021-22
Elijah Hughes,"$1,517,981 ",2021-22
Anthony Gill,"$1,517,981 ",2021-22
Isaiah Todd,"$1,500,000 ",2021-22
Saben Lee,"$1,489,065 ",2021-22
Armoni Brooks,"$1,489,065 ",2021-22
Omer Yurtseven,"$1,489,065 ",2021-22
JR Smith,"$1,456,667 ",2021-22
Gary Clark,"$1,282,008 ",2021-22
JT Thor,"$1,250,000 ",2021-22
Garrison Mathews,"$1,247,809 ",2021-22
DeMarre Carroll,"$1,242,340 ",2021-22
Zhaire Smith,"$1,068,200 ",2021-22
Jason Preston,"$1,062,303 ",2021-22
Isaiah Livers,"$1,057,260 ",2021-22
Guerschon Yabusele,"$1,039,080 ",2021-22
Kyle Singler,"$999,200 ",2021-22
BJ Boston,"$925,258 ",2021-22
Austin Reaves,"$925,258 ",2021-22
Miles McBride,"$925,258 ",2021-22
Vit Krejci,"$925,258 ",2021-22
Charles Bassey,"$925,258 ",2021-22
Greg Brown,"$925,258 ",2021-22
Jock Landale,"$925,258 ",2021-22
Jared Butler,"$925,258 ",2021-22
Ayo Dosunmu,"$925,258 ",2021-22
Marko Simonovic,"$925,258 ",2021-22
Luka Garza,"$925,258 ",2021-22
Dalano Banton,"$925,258 ",2021-22
Patrick Patterson,"$737,067 ",2021-22
Ishmail Wainright,"$707,311 ",2021-22
Shaun Livingston,"$666,666 ",2021-22
Sharife Cooper,"$462,629 ",2021-22
Skylar Mays,"$462,629 ",2021-22
Sam Hauser,"$462,629 ",2021-22
Brodric Thomas,"$462,629 ",2021-22
David Duke,"$462,629 ",2021-22
Kessler Edwards,"$462,629 ",2021-22
Arnoldas Kulboka,"$462,629 ",2021-22
Scottie Lewis,"$462,629 ",2021-22
Tyler Cook,"$462,629 ",2021-22
Devon Dotson,"$462,629 ",2021-22
Tacko Fall,"$462,629 ",2021-22
RJ Nembhard,"$462,629 ",2021-22
JaQuori McLaughlin,"$462,629 ",2021-22
Eugene Omoruyi,"$462,629 ",2021-22
Petr Cornelie,"$462,629 ",2021-22
Markus Howard,"$462,629 ",2021-22
Jamorko Pickett,"$462,629 ",2021-22
Sean Chris Smith,"$462,629 ",2021-22
Chris Chiozza,"$462,629 ",2021-22
Jeff Dowtin,"$462,629 ",2021-22
Daishen Nix,"$462,629 ",2021-22
Duane Washington Jr,"$462,629 ",2021-22
Amir Coffey,"$462,629 ",2021-22
Jay Scrubb,"$462,629 ",2021-22
Jay Huff,"$462,629 ",2021-22
Yves Pons,"$462,629 ",2021-22
Killian Tillie,"$462,629 ",2021-22
Marcus Garrett,"$462,629 ",2021-22
Caleb Martin,"$462,629 ",2021-22
Georgios Kalaitzakis,"$462,629 ",2021-22
Sandro Mamukelashvili,"$462,629 ",2021-22
Nathan Knight,"$462,629 ",2021-22
McKinley Wright,"$462,629 ",2021-22
Jose Alvarado,"$462,629 ",2021-22
Jericho Sims,"$462,629 ",2021-22
Paul Watson,"$462,629 ",2021-22
Aaron Wiggins,"$462,629 ",2021-22
Ignas Brazdeikis,"$462,629 ",2021-22
Aaron Henry,"$462,629 ",2021-22
Keljin Blevins,"$462,629 ",2021-22
Trendon Watford,"$462,629 ",2021-22
Louis King,"$462,629 ",2021-22
Neemias Queta,"$462,629 ",2021-22
Devontae Cacok,"$462,629 ",2021-22
Joe Wieskamp,"$462,629 ",2021-22
Justin Champagnie,"$462,629 ",2021-22
David Johnson,"$462,629 ",2021-22
Malik Fitts,"$462,629 ",2021-22
Trent Forrest,"$462,629 ",2021-22
Joel Ayayi,"$462,629 ",2021-22
Cassius Winston,"$462,629 ",2021-22
Mychal Mulder,"$444,017 ",2021-22
Admiral Schofield,"$385,578 ",2021-22
Ja'Vonte Smart,"$353,619 ",2021-22
Sam Dekker,"$350,000 ",2021-22
Terry Taylor,"$342,984 ",2021-22
Trevelin Queen,"$303,102 ",2021-22
Myles Powell,"$300,443 ",2021-22
Jontay Porter,"$300,000 ",2021-22
Mason Jones,"$295,125 ",2021-22
Jared Harper,"$295,125 ",2021-22
Alfonzo McKinnie,"$205,662 ",2021-22
Davon Reed,"$191,860 ",2021-22
Justin Robinson,"$170,023 ",2021-22
Daulton Hommes,"$167,504 ",2021-22
Grant Riller,"$162,186 ",2021-22
Joe Johnson,"$151,821 ",2021-22
CJ Miles,"$151,821 ",2021-22
Ersan Ilyasova,"$151,821 ",2021-22
Isaiah Thomas,"$151,821 ",2021-22
Lance Stephenson,"$138,019 ",2021-22
Brandon Knight,"$137,336 ",2021-22
Freddie Gillespie,"$135,578 ",2021-22
James Ennis,"$128,709 ",2021-22
Langston Galloway,"$128,709 ",2021-22
Tim Frazier,"$128,709 ",2021-22
Tyler Johnson,"$128,709 ",2021-22
Troy Williams,"$122,741 ",2021-22
Stanley Johnson,"$120,083 ",2021-22
DeJon Jarreau,"$119,645 ",2021-22
Justin Anderson,"$111,457 ",2021-22
Marquese Chriss,"$111,457 ",2021-22
Emmanuel Mudiay,"$111,457 ",2021-22
Justin Jackson,"$102,831 ",2021-22
Shaquille Harrison,"$102,831 ",2021-22
Luke Kornet,"$102,831 ",2021-22
Cheick Diallo,"$102,831 ",2021-22
Damyean Dotson,"$102,831 ",2021-22
DJ Wilson,"$102,831 ",2021-22
Mamadi Diakite,"$100,000 ",2021-22
Wenyen Gabriel,"$99,380 ",2021-22
Theo Pinson,"$99,380 ",2021-22
Charlie Brown,"$95,930 ",2021-22
Quinndary Weatherspoon,"$95,930 ",2021-22
Chris Silva,"$95,930 ",2021-22
Rayjon Tucker,"$95,930 ",2021-22
BJ Johnson,"$95,930 ",2021-22
Juwan Morgan,"$95,930 ",2021-22
Tremont Waters,"$95,930 ",2021-22
Chaundee Brown,"$93,058 ",2021-22
Demetrius Jackson,"$92,857 ",2021-22
George King,"$85,578 ",2021-22
Jemerrio Jones,"$85,578 ",2021-22
Zylan Cheatham,"$85,578 ",2021-22
Matt Mooney,"$85,578 ",2021-22
Malcolm Hill,"$53,176 ",2021-22
Mac McClung,"$53,176 ",2021-22
Tre Scott,"$53,176 ",2021-22
Carlik Jones,"$53,176 ",2021-22
Moses Wright,"$53,176 ",2021-22
Javin DeLaurier,"$53,176 ",2021-22
Tyler Hall,"$53,176 ",2021-22
Aleem Ford,"$53,176 ",2021-22
Hassani Gravett,"$53,176 ",2021-22
Ade Murkey,"$53,176 ",2021-22
Jordan Schakel,"$53,176 ",2021-22
